route_id,mode,operator,departure_time,hour,weekday,stops_count,distance_km_est,scheduled_travel_time_min,observed_travel_time_min,passenger_count,frequency_min,trips_per_day_est,source
R0001,transmilenio_troncal,Transmilenio S.A.,2025-10-01T13:20:00,13,2,13,11.29,34,42.47,23,12,75,synthetic_generated_by_chatgpt
R0001,transmilenio_troncal,Transmilenio S.A.,2025-10-01T13:32:00,13,2,13,11.29,34,40.64,20,12,75,synthetic_generated_by_chatgpt
R0001,transmilenio_troncal,Transmilenio S.A.,2025-10-01T13:44:00,13,2,13,11.29,34,36.11,19,12,75,synthetic_generated_by_chatgpt
R0001,transmilenio_troncal,Transmilenio S.A.,2025-10-01T13:56:00,13,2,13,11.29,34,33.8,19,12,75,synthetic_generated_by_chatgpt
R0001,transmilenio_troncal,Transmilenio S.A.,2025-10-01T14:08:00,14,2,13,11.29,34,32.72,17,12,75,synthetic_generated_by_chatgpt
R0001,transmilenio_troncal,Transmilenio S.A.,2025-10-01T14:20:00,14,2,13,11.29,34,36.17,13,12,75,synthetic_generated_by_chatgpt
R0001,transmilenio_troncal,Transmilenio S.A.,2025-10-01T14:32:00,14,2,13,11.29,34,36.11,26,12,75,synthetic_generated_by_chatgpt
R0001,transmilenio_troncal,Transmilenio S.A.,2025-10-01T14:44:00,14,2,13,11.29,34,32.11,25,12,75,synthetic_generated_by_chatgpt
R0001,transmilenio_troncal,Transmilenio S.A.,2025-10-01T14:56:00,14,2,13,11.29,34,32.62,18,12,75,synthetic_generated_by_chatgpt
R0001,transmilenio_troncal,Transmilenio S.A.,2025-10-01T15:08:00,15,2,13,11.29,34,43.43,27,12,75,synthetic_generated_by_chatgpt
R0001,transmilenio_troncal,Transmilenio S.A.,2025-10-01T15:20:00,15,2,13,11.29,34,37.51,26,12,75,synthetic_generated_by_chatgpt
R0001,transmilenio_troncal,Transmilenio S.A.,2025-10-01T15:32:00,15,2,13,11.29,34,33.64,22,12,75,synthetic_generated_by_chatgpt
R0001,transmilenio_troncal,Transmilenio S.A.,2025-10-01T15:44:00,15,2,13,11.29,34,34.44,17,12,75,synthetic_generated_by_chatgpt
R0001,transmilenio_troncal,Transmilenio S.A.,2025-10-01T15:56:00,15,2,13,11.29,34,31.34,19,12,75,synthetic_generated_by_chatgpt
R0001,transmilenio_troncal,Transmilenio S.A.,2025-10-01T16:08:00,16,2,13,11.29,34,41.13,20,12,75,synthetic_generated_by_chatgpt
R0001,transmilenio_troncal,Transmilenio S.A.,2025-10-01T16:20:00,16,2,13,11.29,34,38.23,23,12,75,synthetic_generated_by_chatgpt
R0001,transmilenio_troncal,Transmilenio S.A.,2025-10-01T16:32:00,16,2,13,11.29,34,46.37,20,12,75,synthetic_generated_by_chatgpt
R0001,transmilenio_troncal,Transmilenio S.A.,2025-10-01T16:44:00,16,2,13,11.29,34,41.35,15,12,75,synthetic_generated_by_chatgpt
R0001,transmilenio_troncal,Transmilenio S.A.,2025-10-01T16:56:00,16,2,13,11.29,34,42.51,22,12,75,synthetic_generated_by_chatgpt
R0001,transmilenio_troncal,Transmilenio S.A.,2025-10-01T17:08:00,17,2,13,11.29,34,45.35,19,12,75,synthetic_generated_by_chatgpt
R0001,transmilenio_troncal,Transmilenio S.A.,2025-10-01T17:20:00,17,2,13,11.29,34,34.37,30,12,75,synthetic_generated_by_chatgpt
R0001,transmilenio_troncal,Transmilenio S.A.,2025-10-01T17:32:00,17,2,13,11.29,34,43.84,16,12,75,synthetic_generated_by_chatgpt
R0001,transmilenio_troncal,Transmilenio S.A.,2025-10-01T17:44:00,17,2,13,11.29,34,39.26,25,12,75,synthetic_generated_by_chatgpt
R0001,transmilenio_troncal,Transmilenio S.A.,2025-10-01T17:56:00,17,2,13,11.29,34,42.45,23,12,75,synthetic_generated_by_chatgpt
R0001,transmilenio_troncal,Transmilenio S.A.,2025-10-01T18:08:00,18,2,13,11.29,34,39.5,22,12,75,synthetic_generated_by_chatgpt
R0001,transmilenio_troncal,Transmilenio S.A.,2025-10-01T18:20:00,18,2,13,11.29,34,55.92,27,12,75,synthetic_generated_by_chatgpt
R0001,transmilenio_troncal,Transmilenio S.A.,2025-10-01T18:32:00,18,2,13,11.29,34,43.68,24,12,75,synthetic_generated_by_chatgpt
R0001,transmilenio_troncal,Transmilenio S.A.,2025-10-01T18:44:00,18,2,13,11.29,34,48.95,34,12,75,synthetic_generated_by_chatgpt
R0001,transmilenio_troncal,Transmilenio S.A.,2025-10-01T18:56:00,18,2,13,11.29,34,35.84,20,12,75,synthetic_generated_by_chatgpt
R0001,transmilenio_troncal,Transmilenio S.A.,2025-10-01T19:08:00,19,2,13,11.29,34,44.19,26,12,75,synthetic_generated_by_chatgpt
R0001,transmilenio_troncal,Transmilenio S.A.,2025-10-01T19:20:00,19,2,13,11.29,34,40.66,23,12,75,synthetic_generated_by_chatgpt
R0001,transmilenio_troncal,Transmilenio S.A.,2025-10-01T19:32:00,19,2,13,11.29,34,38.25,22,12,75,synthetic_generated_by_chatgpt
R0001,transmilenio_troncal,Transmilenio S.A.,2025-10-01T19:44:00,19,2,13,11.29,34,41.19,26,12,75,synthetic_generated_by_chatgpt
R0001,transmilenio_troncal,Transmilenio S.A.,2025-10-01T19:56:00,19,2,13,11.29,34,38.38,23,12,75,synthetic_generated_by_chatgpt
R0001,transmilenio_troncal,Transmilenio S.A.,2025-10-01T20:08:00,20,2,13,11.29,34,34.64,15,12,75,synthetic_generated_by_chatgpt
R0001,transmilenio_troncal,Transmilenio S.A.,2025-10-01T20:20:00,20,2,13,11.29,34,34.62,19,12,75,synthetic_generated_by_chatgpt
R0001,transmilenio_troncal,Transmilenio S.A.,2025-10-01T20:32:00,20,2,13,11.29,34,32.61,15,12,75,synthetic_generated_by_chatgpt
R0001,transmilenio_troncal,Transmilenio S.A.,2025-10-01T20:44:00,20,2,13,11.29,34,31.52,17,12,75,synthetic_generated_by_chatgpt
R0001,transmilenio_troncal,Transmilenio S.A.,2025-10-01T20:56:00,20,2,13,11.29,34,31.49,22,12,75,synthetic_generated_by_chatgpt
R0001,transmilenio_troncal,Transmilenio S.A.,2025-10-01T21:08:00,21,2,13,11.29,34,37.8,12,12,75,synthetic_generated_by_chatgpt
R0001,transmilenio_troncal,Transmilenio S.A.,2025-10-01T21:20:00,21,2,13,11.29,34,34.97,21,12,75,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T05:50:00,5,2,5,5.17,19,18.92,41,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T05:55:00,5,2,5,5.17,19,19.45,36,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T06:00:00,6,2,5,5.17,19,22.13,50,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T06:05:00,6,2,5,5.17,19,24.84,49,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T06:10:00,6,2,5,5.17,19,25.0,47,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T06:15:00,6,2,5,5.17,19,21.89,60,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T06:20:00,6,2,5,5.17,19,27.1,35,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T06:25:00,6,2,5,5.17,19,21.35,44,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T06:30:00,6,2,5,5.17,19,22.2,46,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T06:35:00,6,2,5,5.17,19,22.09,51,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T06:40:00,6,2,5,5.17,19,29.69,46,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T06:45:00,6,2,5,5.17,19,30.73,42,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T06:50:00,6,2,5,5.17,19,22.32,40,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T06:55:00,6,2,5,5.17,19,26.5,50,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T07:00:00,7,2,5,5.17,19,23.39,35,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T07:05:00,7,2,5,5.17,19,19.55,53,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T07:10:00,7,2,5,5.17,19,19.41,31,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T07:15:00,7,2,5,5.17,19,27.35,44,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T07:20:00,7,2,5,5.17,19,23.99,42,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T07:25:00,7,2,5,5.17,19,24.91,43,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T07:30:00,7,2,5,5.17,19,24.99,41,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T07:35:00,7,2,5,5.17,19,26.21,39,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T07:40:00,7,2,5,5.17,19,22.9,44,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T07:45:00,7,2,5,5.17,19,24.53,42,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T07:50:00,7,2,5,5.17,19,23.98,48,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T07:55:00,7,2,5,5.17,19,24.04,44,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T08:00:00,8,2,5,5.17,19,25.91,55,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T08:05:00,8,2,5,5.17,19,22.4,52,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T08:10:00,8,2,5,5.17,19,27.64,40,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T08:15:00,8,2,5,5.17,19,22.74,55,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T08:20:00,8,2,5,5.17,19,28.79,48,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T08:25:00,8,2,5,5.17,19,22.64,41,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T08:30:00,8,2,5,5.17,19,25.53,42,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T08:35:00,8,2,5,5.17,19,26.48,47,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T08:40:00,8,2,5,5.17,19,21.08,43,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T08:45:00,8,2,5,5.17,19,19.22,51,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T08:50:00,8,2,5,5.17,19,23.08,51,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T08:55:00,8,2,5,5.17,19,24.05,32,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T09:00:00,9,2,5,5.17,19,17.04,37,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T09:05:00,9,2,5,5.17,19,27.26,39,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T09:10:00,9,2,5,5.17,19,21.82,39,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T09:15:00,9,2,5,5.17,19,30.81,53,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T09:20:00,9,2,5,5.17,19,23.04,47,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T09:25:00,9,2,5,5.17,19,27.04,39,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T09:30:00,9,2,5,5.17,19,31.89,35,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T09:35:00,9,2,5,5.17,19,18.06,57,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T09:40:00,9,2,5,5.17,19,26.89,47,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T09:45:00,9,2,5,5.17,19,23.35,53,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T09:50:00,9,2,5,5.17,19,28.44,53,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T09:55:00,9,2,5,5.17,19,20.94,41,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T10:00:00,10,2,5,5.17,19,20.55,47,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T10:05:00,10,2,5,5.17,19,19.64,41,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T10:10:00,10,2,5,5.17,19,17.31,52,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T10:15:00,10,2,5,5.17,19,18.81,35,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T10:20:00,10,2,5,5.17,19,19.76,37,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T10:25:00,10,2,5,5.17,19,16.95,42,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T10:30:00,10,2,5,5.17,19,17.41,36,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T10:35:00,10,2,5,5.17,19,18.87,35,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T10:40:00,10,2,5,5.17,19,20.58,46,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T10:45:00,10,2,5,5.17,19,16.93,24,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T10:50:00,10,2,5,5.17,19,16.9,39,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T10:55:00,10,2,5,5.17,19,17.63,46,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T11:00:00,11,2,5,5.17,19,23.39,41,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T11:05:00,11,2,5,5.17,19,18.62,36,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T11:10:00,11,2,5,5.17,19,18.51,42,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T11:15:00,11,2,5,5.17,19,18.33,51,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T11:20:00,11,2,5,5.17,19,19.24,47,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T11:25:00,11,2,5,5.17,19,19.68,47,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T11:30:00,11,2,5,5.17,19,22.96,42,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T11:35:00,11,2,5,5.17,19,19.22,43,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T11:40:00,11,2,5,5.17,19,17.78,39,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T11:45:00,11,2,5,5.17,19,19.18,37,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T11:50:00,11,2,5,5.17,19,19.3,39,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T11:55:00,11,2,5,5.17,19,20.85,32,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T12:00:00,12,2,5,5.17,19,17.68,47,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T12:05:00,12,2,5,5.17,19,24.3,29,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T12:10:00,12,2,5,5.17,19,22.89,31,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T12:15:00,12,2,5,5.17,19,19.46,43,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T12:20:00,12,2,5,5.17,19,20.51,55,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T12:25:00,12,2,5,5.17,19,17.21,37,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T12:30:00,12,2,5,5.17,19,20.13,37,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T12:35:00,12,2,5,5.17,19,20.38,35,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T12:40:00,12,2,5,5.17,19,20.28,34,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T12:45:00,12,2,5,5.17,19,19.66,44,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T12:50:00,12,2,5,5.17,19,16.94,38,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T12:55:00,12,2,5,5.17,19,17.97,33,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T13:00:00,13,2,5,5.17,19,20.82,44,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T13:05:00,13,2,5,5.17,19,24.63,46,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T13:10:00,13,2,5,5.17,19,16.61,34,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T13:15:00,13,2,5,5.17,19,17.71,33,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T13:20:00,13,2,5,5.17,19,16.5,40,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T13:25:00,13,2,5,5.17,19,23.35,59,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T13:30:00,13,2,5,5.17,19,17.61,42,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T13:35:00,13,2,5,5.17,19,19.55,34,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T13:40:00,13,2,5,5.17,19,20.07,50,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T13:45:00,13,2,5,5.17,19,19.26,35,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T13:50:00,13,2,5,5.17,19,22.36,35,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T13:55:00,13,2,5,5.17,19,17.03,37,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T14:00:00,14,2,5,5.17,19,18.1,41,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T14:05:00,14,2,5,5.17,19,18.24,33,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T14:10:00,14,2,5,5.17,19,20.9,33,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T14:15:00,14,2,5,5.17,19,19.84,43,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T14:20:00,14,2,5,5.17,19,19.12,32,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T14:25:00,14,2,5,5.17,19,17.4,46,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T14:30:00,14,2,5,5.17,19,19.79,43,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T14:35:00,14,2,5,5.17,19,19.27,36,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T14:40:00,14,2,5,5.17,19,18.17,39,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T14:45:00,14,2,5,5.17,19,19.44,43,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T14:50:00,14,2,5,5.17,19,18.67,45,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T14:55:00,14,2,5,5.17,19,16.46,39,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T15:00:00,15,2,5,5.17,19,17.82,45,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T15:05:00,15,2,5,5.17,19,16.58,34,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T15:10:00,15,2,5,5.17,19,21.74,41,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T15:15:00,15,2,5,5.17,19,18.76,49,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T15:20:00,15,2,5,5.17,19,22.18,45,5,199,synthetic_generated_by_chatgpt
R0002,transmilenio_troncal,Operador B,2025-10-01T15:25:00,15,2,5,5.17,19,18.57,47,5,199,synthetic_generated_by_chatgpt
